tag,dataset,seed,features,balance,model,family,n_features,n_train,n_train_used,n_val,svm_cap,epochs_run,max_epochs,train_seconds,predict_seconds,load_seconds,total_seconds,finished_utc,host,accuracy,balanced_accuracy,precision,recall,f1,precision_macro,recall_macro,f1_macro,mcc,roc_auc,pr_auc,tn,fp,fn,tp,n_test,pos_rate,f1_consistency_error
CIC-IDS2017__balanced__all__SimpleRNN__seed45,CIC-IDS2017,45,all,balanced,SimpleRNN,DL,47,2639016,2639016,176407,,83.0,200,200.9316384792328,0.6343603134155273,20.883323431015015,201.56599879264832,2026-09-01T15:14:18.993281+00:00,gpu1.nitsri.ac.in,0.9965332109397631,0.9945323768601122,0.988005868306463,0.9915108893987924,0.9897552757789079,0.9931397187555073,0.9945323768601122,0.9938344313886973,0.9876711137626499,0.9998860475734146,0.9995027534041268,626801,1537,1084,126609,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__all__SimpleRNN__seed46,CIC-IDS2017,46,all,balanced,SimpleRNN,DL,47,2639016,2639016,176407,,39.0,200,96.19070839881897,0.6254184246063232,20.933270692825317,96.8161268234253,2026-09-01T18:31:43.167699+00:00,gpu1.nitsri.ac.in,0.9957012344731896,0.995413961947441,0.979878298023307,0.9949801476979944,0.9873714805287658,0.9894274706107083,0.995413961947441,0.9923906182120807,0.9848232375429934,0.9998132702471937,0.9991295951569414,625729,2609,641,127052,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__CNN__seed42,CIC-IDS2017,42,top10,balanced,CNN,DL,10,2639016,2639016,176407,,57.0,200,277.5042815208435,0.6312804222106934,7.374064922332764,278.1355619430542,2026-09-02T04:15:29.375886+00:00,gpu1.nitsri.ac.in,0.9920029734230474,0.9913857475771322,0.9632371421390545,0.9904536662150627,0.9766558298647845,0.9806429496010529,0.9913857475771322,0.9859154361203885,0.9719693310128489,0.9994004199701803,0.9973253944801619,623511,4827,1219,126474,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__CNN__seed43,CIC-IDS2017,43,top10,balanced,CNN,DL,10,2639016,2639016,176407,,32.0,200,161.33962392807007,0.6629233360290527,6.7921953201293945,162.00254726409912,2026-09-01T10:11:31.990779+00:00,gpu1.nitsri.ac.in,0.9874515727529691,0.9809102410466792,0.9554021358894146,0.9710320847658055,0.9631537042431304,0.9747477698156883,0.9809102410466792,0.9777959266058377,0.9556381415963598,0.9984698974040356,0.9930305362146187,622550,5788,3699,123994,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__CNN__seed44,CIC-IDS2017,44,top10,balanced,CNN,DL,10,2639016,2639016,176407,,43.0,200,217.73659372329712,0.6401550769805908,6.881407976150513,218.3767488002777,2026-09-01T13:11:21.952824+00:00,gpu1.nitsri.ac.in,0.9918945122620634,0.9884938744973717,0.96910574125383,0.9833585239598098,0.9761801107034019,0.9828568325718117,0.9884938744973717,0.9856482280615715,0.9713343502018922,0.999191603253553,0.9962042542928067,624335,4003,2125,125568,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__CNN__seed45,CIC-IDS2017,45,top10,balanced,CNN,DL,10,2639016,2639016,176407,,63.0,200,309.86820101737976,0.6359462738037109,7.194169759750366,310.5041472911835,2026-09-01T16:23:19.141309+00:00,gpu1.nitsri.ac.in,0.9857889425169074,0.9892914965525967,0.9266561111394862,0.9945807522730299,0.9594177060276643,0.962769069628401,0.9892914965525967,0.9754020053505295,0.9516910646564528,0.9995390584900488,0.9977270655082668,618286,10052,692,127001,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__CNN__seed46,CIC-IDS2017,46,top10,balanced,CNN,DL,10,2639016,2639016,176407,,35.0,200,170.32079195976257,0.6436896324157715,6.547863483428955,170.96448159217834,2026-09-01T19:47:07.754958+00:00,gpu1.nitsri.ac.in,0.9843154579640253,0.9843959705862608,0.9271296562608318,0.9845175538204913,0.9549622089710965,0.9619715885594059,0.9843959705862608,0.9727332401836581,0.9461018465757481,0.9989150168094295,0.9949870114270506,618457,9881,1977,125716,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__DT__seed42,CIC-IDS2017,42,top10,balanced,DT,ML,10,2639016,2639016,176407,,,200,18.05203938484192,0.040300607681274414,6.985037803649902,18.092339992523193,2026-09-01T05:32:51.402647+00:00,gpu1.nitsri.ac.in,0.9974286768664248,0.9966528845705467,0.9893604601386954,0.9954813497999108,0.9924114671163575,0.994220504279448,0.9966528845705467,0.9954317779602981,0.9908704033612025,0.997629199286166,0.9912393261749539,626971,1367,577,127116,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__DT__seed43,CIC-IDS2017,43,top10,balanced,DT,ML,10,2639016,2639016,176407,,,200,17.099369049072266,0.03606390953063965,6.7921953201293945,17.135432958602905,2026-09-01T09:49:34.780568+00:00,gpu1.nitsri.ac.in,0.9957052025644451,0.9945115807023073,0.982057360665644,0.9927090756736862,0.9873544909666591,0.9902862004340098,0.9945115807023073,0.9923839198719773,0.9847887163714873,0.9958790067116917,0.9809161394875893,626022,2316,931,126762,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__DT__seed44,CIC-IDS2017,44,top10,balanced,DT,ML,10,2639016,2639016,176407,,,200,15.7512366771698,0.033432722091674805,6.881407976150513,15.784669399261475,2026-09-01T12:47:50.603946+00:00,gpu1.nitsri.ac.in,0.997668085038841,0.9969310706596756,0.9904274542792161,0.9958180949621358,0.9931154595616231,0.9947883260756274,0.9969310706596756,0.9958558879535864,0.991717081887108,0.9977008651123351,0.9903332815145999,627109,1229,534,127159,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__DT__seed45,CIC-IDS2017,45,top10,balanced,DT,ML,10,2639016,2639016,176407,,,200,15.744935750961304,0.03651237487792969,7.194169759750366,15.781448125839233,2026-09-01T15:57:34.589172+00:00,gpu1.nitsri.ac.in,0.9938349088860113,0.9951678480885163,0.967326070771989,0.9971807381767207,0.9820265533477038,0.9833747572552539,0.9951678480885163,0.9891529470750142,0.9784715394336067,0.9983221980097282,0.9929753716862874,624037,4301,360,127333,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__DT__seed46,CIC-IDS2017,46,top10,balanced,DT,ML,10,2639016,2639016,176407,,,200,18.68790555000305,0.03557324409484863,6.547863483428955,18.7234787940979,2026-09-01T19:20:30.058871+00:00,gpu1.nitsri.ac.in,0.9971905913910938,0.996141502379241,0.9888730562887866,0.9945572584245025,0.9917070123379665,0.9938828350512964,0.996141502379241,0.9950079257202046,0.9900217609359283,0.997129877880899,0.9885312575560561,626909,1429,695,126998,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__GNB__seed42,CIC-IDS2017,42,top10,balanced,GNB,ML,10,2639016,2639016,176407,,,200,0.3154106140136719,0.020517349243164062,6.985037803649902,0.33592796325683594,2026-09-01T05:33:22.780161+00:00,gpu1.nitsri.ac.in,0.3154579640252847,0.5798070649419635,0.19537215604517197,0.9790043306994118,0.3257391288487269,0.5861464576550054,0.5798070649419635,0.31529876887350605,0.16583239660082263,0.7687659447030548,0.5071727842921736,113484,514854,2681,125012,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__GNB__seed43,CIC-IDS2017,43,top10,balanced,GNB,ML,10,2639016,2639016,176407,,,200,0.3181335926055908,0.020230770111083984,6.7921953201293945,0.3383643627166748,2026-09-01T09:50:09.084318+00:00,gpu1.nitsri.ac.in,0.34854126351961756,0.5985747249387247,0.20296812054855193,0.9761537437447628,0.33606041365885747,0.590755051430331,0.5985747249387247,0.34831097536611133,0.18916822388070043,0.7496949813931518,0.5831906151143349,138860,489478,3045,124648,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__GNB__seed44,CIC-IDS2017,44,top10,balanced,GNB,ML,10,2639016,2639016,176407,,,200,0.3264644145965576,0.021655797958374023,6.881407976150513,0.34812021255493164,2026-09-01T12:48:23.740240+00:00,gpu1.nitsri.ac.in,0.7967239438594449,0.7183645322333794,0.4274953969759527,0.6000328913879382,0.499278320621133,0.6694750637317952,0.7183645322333794,0.6858776357063507,0.3847458538672803,0.8138984055266864,0.5991890744087807,525728,102610,51073,76620,756031,0.16889915889692353,5.551115123125783e-17
CIC-IDS2017__balanced__top10__GNB__seed45,CIC-IDS2017,45,top10,balanced,GNB,ML,10,2639016,2639016,176407,,,200,0.31964683532714844,0.021118879318237305,7.194169759750366,0.34076571464538574,2026-09-01T15:58:07.785298+00:00,gpu1.nitsri.ac.in,0.8009526064407412,0.7195545123174933,0.4349384865698056,0.5966341146343183,0.5031136704330083,0.6731328558909083,0.7195545123174933,0.6893316027495259,0.38993383921513264,0.8112750968794571,0.5907842475801499,529359,98979,51507,76186,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__GNB__seed46,CIC-IDS2017,46,top10,balanced,GNB,ML,10,2639016,2639016,176407,,,200,0.3176236152648926,0.020282745361328125,6.547863483428955,0.3379063606262207,2026-09-01T19:21:06.019839+00:00,gpu1.nitsri.ac.in,0.8595017929158989,0.755789233440491,0.5816127953294615,0.5991714502752696,0.5902615712792344,0.749826098761478,0.755789233440491,0.7527380575483735,0.505580166919656,0.7696621210881546,0.6201959999348535,573300,55038,51183,76510,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__GRU__seed42,CIC-IDS2017,42,top10,balanced,GRU,DL,10,2639016,2639016,176407,,100.0,200,413.8996078968048,0.7800025939941406,6.985037803649902,414.67961049079895,2026-09-01T05:44:18.772936+00:00,gpu1.nitsri.ac.in,0.991585001144133,0.9886383774682705,0.966596675819316,0.9841886399411087,0.9753133366962865,0.9816857541655244,0.9886383774682705,0.9851206975839559,0.9702992226422159,0.9991915998821798,0.996375260706354,623995,4343,2019,125674,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__GRU__seed43,CIC-IDS2017,43,top10,balanced,GRU,DL,10,2639016,2639016,176407,,83.0,200,342.0450780391693,0.7105493545532227,6.7921953201293945,342.75562739372253,2026-09-01T09:59:22.021689+00:00,gpu1.nitsri.ac.in,0.9905599109031243,0.9863026110321655,0.9647852571516694,0.979873603094923,0.9722708959022157,0.9803410304846991,0.9863026110321655,0.9832912941874759,0.966625257916614,0.9991974086338842,0.9964802406207545,623771,4567,2570,125123,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__GRU__seed44,CIC-IDS2017,44,top10,balanced,GRU,DL,10,2639016,2639016,176407,,91.0,200,378.94154596328735,0.7916953563690186,6.881407976150513,379.7332413196564,2026-09-01T12:58:32.505399+00:00,gpu1.nitsri.ac.in,0.9916365863304547,0.9901076816389396,0.963598166539343,0.9877988613314747,0.9755484487205763,0.980552944460366,0.9901076816389396,0.9852520239708091,0.970613598738934,0.9993049348302012,0.9970456666659265,623573,4765,1558,126135,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__GRU__seed45,CIC-IDS2017,45,top10,balanced,GRU,DL,10,2639016,2639016,176407,,63.0,200,258.8889834880829,0.7132835388183594,7.194169759750366,259.60226702690125,2026-09-01T16:05:55.092218+00:00,gpu1.nitsri.ac.in,0.9901101938941658,0.9863908435191752,0.9614463380930447,0.9807742006218039,0.9710140994677325,0.9787615888518505,0.9863908435191752,0.9825260488798735,0.9651222783590319,0.9991898264525356,0.99646722926302,623316,5022,2455,125238,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__GRU__seed46,CIC-IDS2017,46,top10,balanced,GRU,DL,10,2639016,2639016,176407,,69.0,200,285.51840686798096,0.793668270111084,6.547863483428955,286.31207513809204,2026-09-01T19:29:11.325431+00:00,gpu1.nitsri.ac.in,0.9918416043786564,0.9872078481670692,0.9717329027149145,0.980210348257148,0.975953216374269,0.9838520195117371,0.9872078481670692,0.9855203376087003,0.971054069056104,0.9991919877521442,0.9963585482205619,624697,3641,2527,125166,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__KNN__seed42,CIC-IDS2017,42,top10,balanced,KNN,ML,10,2639016,2639016,176407,,,200,5.622907400131226,28.878560781478882,6.985037803649902,34.50146818161011,2026-09-01T05:34:28.901126+00:00,gpu1.nitsri.ac.in,0.9970583216825765,0.9962179219415885,0.9877241947647073,0.9949488225666246,0.9913233458177279,0.9933480745198918,0.9962179219415885,0.994776140689666,0.9895618350202168,0.9978257669495426,0.9919931731495795,626759,1579,645,127048,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__KNN__seed43,CIC-IDS2017,43,top10,balanced,KNN,ML,10,2639016,2639016,176407,,,200,5.786423683166504,14.92236876487732,6.7921953201293945,20.708792448043823,2026-09-01T09:50:45.954451+00:00,gpu1.nitsri.ac.in,0.9951337974236506,0.9941615768944861,0.9787963492038979,0.9926934131080012,0.9856959008394278,0.9886535913849983,0.9941615768944861,0.9913820533456907,0.9827997339722161,0.9971688580115433,0.9885162703863826,625592,2746,933,126760,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__KNN__seed44,CIC-IDS2017,44,top10,balanced,KNN,ML,10,2639016,2639016,176407,,,200,5.4905009269714355,26.869613647460938,6.881407976150513,32.36011457443237,2026-09-01T12:49:25.196137+00:00,gpu1.nitsri.ac.in,0.9974881982352576,0.996981963111295,0.9889913392315706,0.9962174903871003,0.9925912632305838,0.9941107507834521,0.996981963111295,0.9955395055608365,0.9910885549107221,0.9982945918833366,0.9927053678445839,626922,1416,483,127210,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__KNN__seed45,CIC-IDS2017,45,top10,balanced,KNN,ML,10,2639016,2639016,176407,,,200,5.947824001312256,19.51400113105774,7.194169759750366,25.461825132369995,2026-09-01T15:58:52.505706+00:00,gpu1.nitsri.ac.in,0.9968824029702485,0.9935818552883631,0.9929132124148563,0.9885976521814038,0.9907507328386264,0.9952990166015652,0.9935818552883631,0.9944379889604373,0.9888793809898198,0.9944608035815697,0.9875901539546694,627437,901,1456,126237,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__KNN__seed46,CIC-IDS2017,46,top10,balanced,KNN,ML,10,2639016,2639016,176407,,,200,6.245710611343384,9.577543497085571,6.547863483428955,15.823254108428955,2026-09-01T19:21:32.160596+00:00,gpu1.nitsri.ac.in,0.9972329176978193,0.9963978383419716,0.9885563585726177,0.9951367733548433,0.9918356515087654,0.9937833491062895,0.9963978383419716,0.9950849078182993,0.9901777357739795,0.9980811922550917,0.9925802541111456,626867,1471,621,127072,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__LSTM__seed42,CIC-IDS2017,42,top10,balanced,LSTM,DL,10,2639016,2639016,176407,,70.0,200,256.3511972427368,0.7892663478851318,7.374064922332764,257.14046359062195,2026-09-02T04:03:47.651236+00:00,gpu1.nitsri.ac.in,0.9866857311406543,0.9882554699536001,0.9344808480774203,0.9906259544375964,0.9617346744824335,0.9662761372886707,0.9882554699536001,0.9768377264473362,0.9542785223194103,0.9990421080327146,0.9962117637815319,619469,8869,1197,126496,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__LSTM__seed43,CIC-IDS2017,43,top10,balanced,LSTM,DL,10,2639016,2639016,176407,,83.0,200,302.9461612701416,0.7996766567230225,6.7921953201293945,303.7458379268646,2026-09-01T10:04:27.026606+00:00,gpu1.nitsri.ac.in,0.990296694183175,0.9880879490898367,0.9589049452853929,0.9847524923057646,0.9716568531998083,0.9778946134149209,0.9880879490898367,0.982901598888559,0.9659287794506779,0.9993146584505908,0.996761497614227,622949,5389,1947,125746,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__LSTM__seed44,CIC-IDS2017,44,top10,balanced,LSTM,DL,10,2639016,2639016,176407,,45.0,200,163.66630387306213,0.793229341506958,6.881407976150513,164.4595332145691,2026-09-01T13:01:18.237106+00:00,gpu1.nitsri.ac.in,0.9861831062482888,0.9853729347742164,0.9371919069885376,0.9841494835268966,0.9600968737585185,0.9669687868865575,0.9853729347742164,0.9758709659487942,0.9521638735828702,0.9988693636714634,0.9954088282951685,619916,8422,2024,125669,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__LSTM__seed45,CIC-IDS2017,45,top10,balanced,LSTM,DL,10,2639016,2639016,176407,,50.0,200,183.55473613739014,0.8344776630401611,7.194169759750366,184.3892138004303,2026-09-01T16:09:00.749112+00:00,gpu1.nitsri.ac.in,0.9874409911762877,0.9828194883431773,0.9510754247507976,0.9758404924310652,0.9632988160534341,0.9730697637087311,0.9828194883431773,0.9778615624830506,0.9558395289262258,0.9989048893595798,0.9953595745664785,621928,6410,3085,124608,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__LSTM__seed46,CIC-IDS2017,46,top10,balanced,LSTM,DL,10,2639016,2639016,176407,,85.0,200,314.8934383392334,0.8238003253936768,6.547863483428955,315.7172386646271,2026-09-01T19:34:28.301051+00:00,gpu1.nitsri.ac.in,0.9915215116840447,0.9873959033993136,0.9690238450650848,0.981165764763926,0.9750570069964901,0.9825932579549996,0.9873959033993136,0.984974873279836,0.9699772717654676,0.9990844225887332,0.9959769780142567,624333,4005,2405,125288,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__MLP__seed42,CIC-IDS2017,42,top10,balanced,MLP,DL,10,2639016,2639016,176407,,145.0,200,137.0256907939911,0.2966303825378418,7.374064922332764,137.32232117652893,2026-09-02T04:06:05.992144+00:00,gpu1.nitsri.ac.in,0.9898985623605381,0.9853119566441257,0.9624297049533934,0.9783856593548589,0.970342093101828,0.9790111576149785,0.9853119566441257,0.9821273475299831,0.9643025296171175,0.9988544396359652,0.9952798267161792,623461,4877,2760,124933,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__MLP__seed43,CIC-IDS2017,43,top10,balanced,MLP,DL,10,2639016,2639016,176407,,83.0,200,75.41265201568604,0.2971608638763428,6.7921953201293945,75.70981287956238,2026-09-01T10:05:43.968660+00:00,gpu1.nitsri.ac.in,0.9897186755569547,0.9867012824905286,0.9580385925778803,0.9821446751192313,0.969941879125596,0.9771956610159946,0.9867012824905286,0.9818703294929356,0.9638500717754814,0.9984830443206975,0.993437069700386,622845,5493,2280,125413,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__MLP__seed44,CIC-IDS2017,44,top10,balanced,MLP,DL,10,2639016,2639016,176407,,177.0,200,165.31841325759888,0.30476975440979004,6.881407976150513,165.62318301200867,2026-09-01T13:04:05.110847+00:00,gpu1.nitsri.ac.in,0.9883946557746971,0.9875582791048405,0.9471748629359165,0.9862952550257258,0.9663392925650273,0.9721830813530423,0.9875582791048405,0.9796639782397903,0.9596181960903204,0.9988952522544892,0.9952990008866321,621314,7024,1750,125943,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__MLP__seed45,CIC-IDS2017,45,top10,balanced,MLP,DL,10,2639016,2639016,176407,,110.0,200,103.04604911804199,0.3029146194458008,7.194169759750366,103.3489637374878,2026-09-01T16:10:45.342208+00:00,gpu1.nitsri.ac.in,0.9876737858632781,0.9854242545302749,0.9469574541994532,0.9820272058765946,0.9641735386271457,0.971638631783591,0.9854242545302749,0.9783649663938008,0.9569635964679712,0.9985704408629016,0.9942700412810554,621314,7024,2295,125398,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__MLP__seed46,CIC-IDS2017,46,top10,balanced,MLP,DL,10,2639016,2639016,176407,,155.0,200,143.84289598464966,0.3025364875793457,6.547863483428955,144.145432472229,2026-09-01T19:36:53.691952+00:00,gpu1.nitsri.ac.in,0.9888298231157188,0.9856455165938494,0.9542988631861266,0.9808368508845434,0.9673858892317436,0.9751911642155411,0.9856455165938494,0.9803233685560214,0.9607798050048494,0.9984705477238891,0.9934425962936488,622340,5998,2447,125246,756031,0.16889915889692353,0.0
CIC-IDS2017__balanced__top10__RF__seed42,CIC-IDS2017,42,top10,balanced,RF,ML,10,2639016,2639016,176407,,,200,29.184035301208496,0.2909090518951416,6.985037803649902,29.474944353103638,2026-09-01T05:33:21.749015+00:00,gpu1.nitsri.ac.in,0.9974247087751693,0.9968064918885289,0.9889568071174156,0.9958729139420328,0.9924028109989503,0.9940584464309914,0.9968064918885289,0.9954261919474523,0.9908611276244064,0.9994740922682837,0.9976661442628426,626918,1420,527,127166,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__RF__seed43,CIC-IDS2017,43,top10,balanced,RF,ML,10,2639016,2639016,176407,,,200,32.09936833381653,0.3190925121307373,6.7921953201293945,32.418460845947266,2026-09-01T09:50:08.028390+00:00,gpu1.nitsri.ac.in,0.9961165613579337,0.9948682551680827,0.9841660392589086,0.9929831705731715,0.9885549448407593,0.9913687270820128,0.9948682551680827,0.9931082469446451,0.9862307734303114,0.9991258930052032,0.9967306476646848,626298,2040,896,126797,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__balanced__top10__RF__seed44,CIC-IDS2017,44,top10,balanced,RF,ML,10,2639016,2639016,176407,,,200,30.978145837783813,0.2920036315917969,6.881407976150513,31.27014946937561,2026-09-01T12:48:22.683681+00:00,gpu1.nitsri.ac.in,0.9979180747879386,0.9974433748187779,0.9909990578598625,0.9967265237718591,0.9938545392075714,0.9951665142709127,0.9974433748187779,0.9963006463150565,0.9926072777411483,0.9998086006582514,0.9990757116973297,627182,1156,418,127275,756031,0.16889915889692353,0.0
